Latitude,Longitude,Date,Address,Zip
43.0620239317,-76.1222585781,2011-04-13T00:00:00Z,107 Mariposa St.,13206
43.0781155464,-76.1669524288,2011-04-13T00:00:00Z,Alliance Bank Stadium,13208
43.0190556448,-76.1308943446,2011-03-26T00:00:00Z,Jamesville Ave & Thurber St.,13210
43.0302993389,-76.1196843245,2011-03-24T00:00:00Z,504 Broad St.,13210
43.0587940875,-76.1030650459,2011-03-23T00:00:00Z,Nichols Ave. & Burnet Ave,13206
43.0598249542,-76.1509280459,2011-03-21T00:00:00Z,Ash St. & North Townsend St.,13208
43.0246685341,-76.1691970062,2011-03-17T00:00:00Z,East Hiawatha Blvd.,13207
43.0828487416,-76.1576015161,2011-03-17T00:00:00Z,Hiawatha Blvd. &  7th North St.,13208
43.0389872476,-76.0800757524,2011-03-17T00:00:00Z,3906 East Genesee St.,13214
43.0368669102,-76.1512879002,2011-03-17T00:00:00Z,1054 South Clinton St.,13202
43.0706910199,-76.1524081992,2011-03-14T00:00:00Z,1005 1st North St.,13208
43.0779368046,-76.1470265255,2011-03-10T00:00:00Z,1420 Court St.,13208
43.0447748686,-76.1581647284,2011-03-09T00:00:00Z,Fabius St. & West St.,13202
43.0354796527,-76.1647771186,2011-03-04T00:00:00Z,119 Delaware St.,13204
43.0353771804,-76.1369190822,2011-03-02T00:00:00Z,Forestry Dr./Joseph Illick Hall,13210
43.0271244798,-76.1725083198,2011-03-02T00:00:00Z,125 Robineau Rd.,13207
43.0608853231,-76.1005174707,2011-03-01T00:00:00Z,1200 Caleb Ave,13206
43.065644308,-76.0905755244,2011-02-24T00:00:00Z,264 Boston St,13206
43.0370591254,-76.1622216355,2011-02-23T00:00:00Z,West Onon St & Rich St,13204
43.0606929362,-76.0945186533,2011-02-23T00:00:00Z,3100 Burnet Ave,13206
43.0655571507,-76.0905686865,2011-02-22T00:00:00Z,268 Boston St,13206
43.0794102381,-76.1601988843,2011-02-21T00:00:00Z,825 East Hiawatha Blvd,13208
43.0285355243,-76.1583646092,2011-02-18T00:00:00Z,135 Crescent St,13205
43.0493118015,-76.1342047141,2011-02-17T00:00:00Z,1100 East Washington St,13210
43.0535201119,-76.1040887722,2011-02-17T00:00:00Z,East Erie Blvd & Seeley Rd,13224
43.0535201119,-76.1040887722,2011-02-17T00:00:00Z,900 Emerson Ave,13204
43.0504445086,-76.147363749,2011-02-16T00:00:00Z,Water St & North State St,13202
43.0678881879,-76.1254747086,2011-02-16T00:00:00Z,103 Dorchester Ave,13203
43.0582982979,-76.1928687621,2011-02-16T00:00:00Z,867 Emerson Ave,13204
43.0404214126,-76.1520095694,2011-02-15T00:00:00Z,900 South Clinton St,13202
43.0509080517,-76.1536175397,2011-02-13T00:00:00Z,South Clinton St,13202
43.0750834343,-76.1068885193,2011-02-13T00:00:00Z,351 North Edwards Ave,13206
43.024580704,-76.1598950752,2011-02-13T00:00:00Z,Parkway Dr & Temple Pl,13207
43.0462729526,-76.1733081272,2011-02-12T00:00:00Z,1153 West Fayette St,13204
43.024580704,-76.1598950752,2011-02-10T00:00:00Z,Parkway Dr & Temple Pl,13207
43.0499769101,-76.1633247684,2011-02-10T00:00:00Z,400 Tracy St,13204
43.0462729526,-76.1733081272,2011-02-10T00:00:00Z,1153 West Fayette St,13204
43.0420197453,-76.0884908162,2011-02-09T00:00:00Z,3538 East Genesee St,13214
43.0356859804,-76.1796415316,2011-02-08T00:00:00Z,Hoefler St & Rowland St,13204
43.0684139319,-76.1465831885,2011-02-06T00:00:00Z,1st North St & Cleveland Ave,13208
43.0332225412,-76.1524301629,2011-02-04T00:00:00Z,101 Blaine St,13202
43.0731383091,-76.1030066014,2011-02-03T00:00:00Z,178 Colby St,13206
43.0655007605,-76.0893310729,2011-01-31T00:00:00Z,108-112 Conklin Ave,13206
43.0239337364,-76.1583374522,2011-01-31T00:00:00Z,263 Rockland Ave,13207
43.0243250219,-76.1629334605,2011-01-31T00:00:00Z,Parkway Dr. & Bellaire Pl.,13207
43.0116316644,-76.1497292901,2011-01-31T00:00:00Z,115 Conan St,13205
43.03674911,-76.1723117784,2011-01-30T00:00:00Z,320 Putman St,13204
43.0468095117,-76.0935062121,2011-01-28T00:00:00Z,100 Phillips Rd,13224
43.0504188578,-76.1149694559,2011-01-27T00:00:00Z,Westmoreland Ave & Dakin St,13224
43.0530952571,-76.1330527387,2011-01-27T00:00:00Z,100 Manilla St,13203
43.0515333458,-76.1253861352,2011-01-26T00:00:00Z,991 Canal St,13210
43.0476582524,-76.1399438941,2011-01-26T00:00:00Z,Foreman Ave & Wellington Pl,13210
43.0509793068,-76.1591633749,2011-01-26T00:00:00Z,Tracy St,13202
43.0413831871,-76.0858323052,2011-01-26T00:00:00Z,3600 East Genesee St,13214
43.0383037744,-76.1824144565,2011-01-24T00:00:00Z,700-900 Grand Ave,13204
43.0509793068,-76.1591633749,2011-01-23T00:00:00Z,Tracy St,13202
43.050215446,-76.1341860339,2011-01-20T00:00:00Z,1100 East Water St,13210
43.0502936214,-76.1364708239,2011-01-18T00:00:00Z,South Crouse Ave & East Water St,13210
43.0105817331,-76.1605559733,2011-01-17T00:00:00Z,306 Barnes Ave,13207
43.0239663021,-76.1559046955,2011-01-16T00:00:00Z,129 Rockland Ave,13207
43.0168072321,-76.1280887689,2011-01-14T00:00:00Z,1520 Comstock Ave,13210
43.0168866272,-76.128916081,2011-01-14T00:00:00Z,1003 Jamesville Ave,13210
43.0711367925,-76.1000540426,2011-01-14T00:00:00Z,200 Lamson St,13206
43.0510857712,-76.1149464405,2011-01-12T00:00:00Z,Peat St,13224
43.0676323091,-76.1251368886,2010-12-31T00:00:00Z,315 Rugby Rd.,13203
43.0742441604,-76.1497595176,2010-12-30T00:00:00Z,1017 Kirkpatrick St.,13208
43.0260211635,-76.1596068758,2010-12-30T00:00:00Z,130 West Bissell St.,13207
43.0742441604,-76.1497595176,2010-12-30T00:00:00Z,1017 Kirkpatrick St.,13208
43.0735515468,-76.1098093521,2010-12-30T00:00:00Z,300 Norwood Ave.,13206
43.0208672567,-76.1270515308,2010-12-29T00:00:00Z,129 Goodrich Ave.,13210
43.0481641828,-76.1760755905,2010-12-28T00:00:00Z,1033 West Erie Blvd,13204
42.9989498263,-76.1552330473,2010-12-28T00:00:00Z,203 Merritt Ave.,13207
43.0500613843,-76.1588660639,2010-12-27T00:00:00Z,West St. & Water St.,13202
43.0716280529,-76.1263633441,2010-12-23T00:00:00Z,Wheaton Rd. & Mertens Ave.,13203
43.0453461574,-76.1343625178,2010-12-22T00:00:00Z,University Ave. & Madison St.,13210
43.040474042,-76.1366230703,2010-12-21T00:00:00Z,100 Waverly Ave.,13210
43.0487060282,-76.1662644651,2010-12-21T00:00:00Z,Erie Blvd & VanRenssalear St.,13204
42.9872029593,-76.1428962201,2010-12-19T00:00:00Z,101 Oakley Dr.,13205
43.015615681,-76.1563517979,2010-12-19T00:00:00Z,159 Vale St.,13205
43.035101988,-76.1689361522,2010-12-18T00:00:00Z,Elliot St. & Putnam St.,13204
43.0123901409,-76.1448960843,2010-12-17T00:00:00Z,200 Hall Ave.,13205
43.0789317531,-76.1337165014,2010-12-15T00:00:00Z,221 Rivoli Ave,13208
43.0562517383,-76.189604065,2010-12-15T00:00:00Z,800 Emerson Ave,13204
43.0414472747,-76.1066625349,2010-12-14T00:00:00Z,115 Bradford Pkwy.,13224
43.0622428154,-76.0926296575,2010-12-14T00:00:00Z,427 Cloveridge Rd.,13206
43.0038064051,-76.1302822986,2010-12-09T00:00:00Z,911 East Brighton Ave.,13205
43.0138327329,-76.1253604479,2010-12-07T00:00:00Z,121 Tejah Ave.,13210
43.0239669641,-76.1558585167,2010-12-07T00:00:00Z,125 Rockland Ave.,13207
43.0170243785,-76.1414103191,2010-12-06T00:00:00Z,3226 South Salina Ave.,13205
43.0567200027,-76.1349198366,2010-12-06T00:00:00Z,360 Green St.,13203
43.0179387227,-76.1298317881,2010-12-02T00:00:00Z,923  Jamesville Ave.,13210
43.0554199032,-76.1473689638,2010-12-02T00:00:00Z,518 North Townsend St.,13203
43.0438983257,-76.0901109426,2010-11-30T00:00:00Z,225 Deforest Rd.,13214
43.0554199032,-76.1473689638,2010-11-28T00:00:00Z,518 North Townsend St.,13203
43.0427556683,-76.0901071814,2010-11-28T00:00:00Z,307 East Genesee Pkwy.,13214
43.0521222043,-76.104049649,2010-11-27T00:00:00Z,212 Seeley Rd.,13224
43.0599230023,-76.1162586301,2010-11-25T00:00:00Z,701 Robinson St.,13206
43.0197490378,-76.1618045513,2010-11-23T00:00:00Z,218 Clyde Ave.,13207
42.9957485019,-76.1368381025,2010-11-23T00:00:00Z,138 Thurlow Dr.,13205
43.0619547687,-76.1033207112,2010-11-20T00:00:00Z,Sunny Crest Rd. & Nichols Ave.,13206
43.0521251248,-76.149122192,2010-11-20T00:00:00Z,325 James St.,13203
43.0538250448,-76.1009519962,2010-11-17T00:00:00Z,2600 East Erie Blvd.,13224
43.0782546453,-76.1465572651,2010-11-17T00:00:00Z,Dale St. & Court St.,13208
43.0464361149,-76.1904568844,2010-11-17T00:00:00Z,210 Avery St..,13204
43.0138617689,-76.1704511418,2010-11-13T00:00:00Z,421 Mitchell Ave.,13207
43.0306703219,-76.1083740988,2010-11-11T00:00:00Z,210 Croyden Rd.,13224
43.0509596906,-76.1554129111,2010-11-08T00:00:00Z,North Franklin St.,13202
43.0537518829,-76.0907645559,2010-11-07T00:00:00Z,Smith St. & Polk St.,13224
43.0218074359,-76.1500446384,2010-11-05T00:00:00Z,1812 Midland Ave.,13205
43.0055812102,-76.1450718164,2010-11-05T00:00:00Z,166 West Glen Ave.,13205
43.0500894108,-76.1182391587,2010-11-03T00:00:00Z,Erie Blvd. & Lombard Ave.,13210
43.0582982979,-76.1928687621,2010-11-02T00:00:00Z,865 Emerson Ave.,13204
43.0396589665,-76.1057156824,2010-11-02T00:00:00Z,205 Bradford Pkwy.,13224
43.0396589665,-76.1057156824,2010-11-01T00:00:00Z,205 Bradford Pkwy.,13224
43.0751800932,-76.1425780469,2010-10-28T00:00:00Z,Butternut St. & Dale St,13208
43.0366362622,-76.1472507419,2010-10-26T00:00:00Z,South State St. & Pavilion Ter.,13202
43.0228950091,-76.163621045,2010-10-26T00:00:00Z,1629 West Colvin St.,13207
43.0493199898,-76.1234745003,2010-10-25T00:00:00Z,East Erie Blvd. & Cherry St.,13210
43.0257221307,-76.1335280818,2010-10-25T00:00:00Z,East Colvin St. & Hughes Pl.,13210
43.0253934281,-76.1333248806,2010-10-22T00:00:00Z,121 Hughes Pl.,13210
43.0383146975,-76.0963313994,2010-10-20T00:00:00Z,Euclid St. & Guilford St.,13224
43.0542877653,-76.1446403955,2010-10-20T00:00:00Z,401 North McBride St.,13203
43.0485362985,-76.1731697342,2010-10-10T00:00:00Z,101 Wall St.,13204
43.0498929292,-76.1614703916,2010-10-01T00:00:00Z,530 West Erie Blvd.,13204
43.0311392703,-76.1645334076,2010-09-29T00:00:00Z,327 Onondaga Ave,13207
43.0384000663,-76.1438039329,2010-09-27T00:00:00Z,South McBride St. & Burt St.,13202
43.0190172063,-76.1364698248,2010-09-22T00:00:00Z,102 Stevens Pl.,13210
43.0377039804,-76.1843145257,2010-09-21T00:00:00Z,800 Grand Ave,13204
43.0690820741,-76.1014777145,2010-09-20T00:00:00Z,Lynwood Ave & James St.,13206
43.036228861,-76.1590777514,2010-09-18T00:00:00Z,706 Tallman St.,13204
42.9691439491,-76.4427928004,2010-09-13T00:00:00Z,4070 Mill Road Skaneateles NY,13152
43.0521645723,-76.1152155971,2010-09-11T00:00:00Z,Deat St.,13210
43.0378196801,-76.1771704337,2010-09-10T00:00:00Z,Herriman St & Fitch St,13204
43.0579323069,-76.1911830831,2010-09-09T00:00:00Z,827 Emerson Ave,13204
43.0360584828,-76.1590181435,2010-09-07T00:00:00Z,314 South Ave.,13204
43.0180846209,-76.148633207,2010-09-03T00:00:00Z,2202 Midland Ave,13205
43.0580262635,-76.1913598246,2010-09-01T00:00:00Z,829 Emerson Ave.,13204
42.9943358881,-76.1377807906,2010-09-01T00:00:00Z,300 Sunrise Dr.,13205
43.0507959156,-76.1437836958,2010-08-31T00:00:00Z,100 North McBride St.,13210
43.0131651441,-76.1448768456,2010-08-31T00:00:00Z,151 West Matson Ave,13205
43.0531638667,-76.1302444765,2010-08-25T00:00:00Z,333 Elm St.,13203
43.0501909628,-76.1751689586,2010-08-24T00:00:00Z,543-545 Richmond Ave,13204
43.0501909628,-76.1751689586,2010-08-20T00:00:00Z,339 North Beech St.,13204
43.0606435186,-76.15766189,2010-08-13T00:00:00Z,Spencer St. & North Clinton St.,13204
43.0591015152,-76.1564798382,2010-08-12T00:00:00Z,700 North Clinton St.,13204
43.0527270706,-76.1841716428,2010-08-10T00:00:00Z,1841 West Fayette St.,13204
43.0734694225,-76.147387053,2010-08-10T00:00:00Z,2351 Grant Blvd.,13208
43.0706538099,-76.1311590046,2010-08-10T00:00:00Z,123 Woodlawn Ter.,13203
43.0372493161,-76.1473666571,2010-08-09T00:00:00Z,1214 South State St.,13202
43.0434133803,-76.1116759982,2010-08-09T00:00:00Z,214 Scottholm Ter.,13224
43.0692638105,-76.1388580201,2010-08-06T00:00:00Z,Scoville Ave & Wadsworth St.,13203
43.0385149809,-76.0841456918,2010-08-03T00:00:00Z,402 Lockwood Rd.,13214
43.0373482568,-76.1473732768,2010-08-02T00:00:00Z,1210 South State St.,13202
43.0492897339,-76.1276524979,2010-08-01T00:00:00Z,East Washington St. & South Beech St.,13210
43.0482569511,-76.1214486588,2010-07-30T00:00:00Z,200 Columbus Ave.,13210
43.0813100239,-76.1430682951,2010-07-29T00:00:00Z,118 Ardmore Pl.,13208
43.0308281265,-76.1082690724,2010-07-28T00:00:00Z,201 Croyden Rd.,13224
43.0460874903,-76.1499202822,2010-07-27T00:00:00Z,232 East Onondaga St.,13202
43.0764306834,-76.1589067825,2010-07-26T00:00:00Z,3029 Grant Blvd.,13208
43.0460874903,-76.1499202822,2010-07-21T00:00:00Z,232 East Onondaga St.,13202
43.0460874903,-76.1499202822,2010-07-19T00:00:00Z,232 East Onondaga St.,13202
43.0536580657,-76.1967363882,2010-07-19T00:00:00Z,238 Hayden Ave.,13204
43.0367548279,-76.155840069,2010-07-19T00:00:00Z,381 Midland Ave.,13202
43.0672989532,-76.1113053382,2010-07-18T00:00:00Z,152 Foresthill Dr.,13206
43.0533748351,-76.156198028,2010-07-18T00:00:00Z,Wallace St. & Herald Pl.,13202
43.0484162894,-76.1677925996,2010-07-18T00:00:00Z,732 West Erie Blvd.,13204
43.0549997517,-76.1431254843,2010-07-15T00:00:00Z,Catherine St. & James St.,13203
43.0020863629,-76.1297273337,2010-07-12T00:00:00Z,595 East Seneca Tpk.,13205
43.0103559679,-76.1505121954,2010-07-11T00:00:00Z,621 Ballantyne Rd.,13207
,,2010-07-10T00:00:00Z,Alps,
,,2010-07-10T00:00:00Z,Alps,
43.0481483589,-76.1753718599,2010-07-09T00:00:00Z,1000 West Erie Blvd,13204
43.0402058597,-76.1532124782,2010-07-09T00:00:00Z,300 Temple St.,13202
43.0481483589,-76.1753718599,2010-07-08T00:00:00Z,1000 West Erie Blvd,13204
43.0181366217,-76.148575088,2010-07-07T00:00:00Z,Midland Ave & West Corning Ave,13205
43.0481483589,-76.1753718599,2010-07-06T00:00:00Z,1000 West Erie Blvd,13204
43.0397043777,-76.1551990767,2010-07-05T00:00:00Z,King St. &Temple St.,13202
43.0535961532,-76.1276696103,2010-07-01T00:00:00Z,331 North Beech St.,13203
43.039387068,-76.1054969136,2010-06-30T00:00:00Z,219 Bradford Pkwy.,13224
43.0535399016,-76.1350726044,2010-06-30T00:00:00Z,416 Lodi St.,13203
43.0521944303,-76.1762561631,2010-06-30T00:00:00Z,Sackett St & Park Ave,13204
43.091434855,-76.1702599939,2010-06-28T00:00:00Z,431 7th North St,13088
43.0535399016,-76.1350726044,2010-06-23T00:00:00Z,416 Lodi St,13203
43.0146019833,-76.1667405882,2010-06-22T00:00:00Z,313 Lynch Ave,13207
43.0782709397,-76.1366720859,2010-06-21T00:00:00Z,529 Darlington Rd.,13208
43.0523071789,-76.173746553,2010-06-19T00:00:00Z,312 Liberty St.,13204
43.0661508945,-76.155824858,2010-06-18T00:00:00Z,806 North Alvord St,13208
43.0592092745,-76.1804696138,2010-06-17T00:00:00Z,900 East Hiawatha Blvd,13204
43.0496509135,-76.1127175289,2010-06-17T00:00:00Z,137 Croly St.,13224
43.0405293812,-76.1366887051,2010-06-16T00:00:00Z,South Crouse Ave & Waverly Ave,13210
43.0494864229,-76.09372453,2010-06-16T00:00:00Z,600 Foxboro Rd,13224
43.0482977961,-76.1169968063,2010-06-16T00:00:00Z,1903 East Fayette St.,13210
43.035795466,-76.1068570213,2010-06-15T00:00:00Z,409 Scott Ave,13224
43.0285943517,-76.1956155883,2010-06-15T00:00:00Z,Huntington Rd. & Bellevue Ave,13215
43.0592071101,-76.134549405,2010-06-14T00:00:00Z,James St & Oak St.,13203
43.0209204685,-76.1334889014,2010-06-14T00:00:00Z,Alden St & Vincent St.,13210
43.0492852574,-76.1744740297,2010-06-12T00:00:00Z,117 Lakeview Ave,13204
43.0492852574,-76.1744740297,2010-06-12T00:00:00Z,117 Lakeview Ave,13204
43.0599588673,-76.197443541,2010-06-10T00:00:00Z,1318 Willis Ave,13204
43.06939368,-76.1252814004,2010-06-07T00:00:00Z,201 Dorchester Ave,13203
43.0426941425,-76.0995001059,2010-06-06T00:00:00Z,3100 East Genesee St.,13224
43.015614738,-76.1573302811,2010-06-02T00:00:00Z,100 Keen Pl.,13207
43.0687340266,-76.1088155393,2010-06-01T00:00:00Z,Hillsdale Ave & James St.,13206
43.0494512448,-76.1454553093,2010-05-30T00:00:00Z,506 East Washington St.,13202
43.0506821921,-76.1387585038,2010-05-27T00:00:00Z,912 West Erie Blvd,13210
43.0222441635,-76.1136254471,2010-05-27T00:00:00Z,2030 East Colvin St.,13210
43.0535559587,-76.1245445121,2010-05-26T00:00:00Z,Sherwood Ave & Burnet Ave,13203
43.0518331987,-76.0958070733,2010-05-26T00:00:00Z,673 Hazewood Ave,13224
43.0792714577,-76.1603056035,2010-05-20T00:00:00Z,819 East Hiawatha Blvd.,13208
43.0512910071,-76.1038217392,2010-05-20T00:00:00Z,301 Seeley Rd.,13224
43.0546766752,-76.1887354861,2010-05-20T00:00:00Z,106 Herkimer St.,13204
43.0775326148,-76.161493053,2010-05-19T00:00:00Z,East Hiawatha Blvd & Grant Blvd,13208
43.0566924834,-76.1168546303,2010-05-18T00:00:00Z,208 Dillaye Ave,13206
43.0156906481,-76.1244059765,2010-05-18T00:00:00Z,404 Thayer St.,13210
43.0631479381,-76.1602821971,2010-05-14T00:00:00Z,900 North Clinton St.,13204
43.0414472747,-76.1066625349,2010-05-06T00:00:00Z,115 Bradford Pkwy,13224
43.0533227442,-76.1052582902,2010-05-06T00:00:00Z,2406 East Erie Blvd,13224
43.0145971665,-76.1668328976,2010-05-05T00:00:00Z,321-325 Lynch Ave,13207
43.0494005257,-76.1420723649,2010-05-03T00:00:00Z,700 Washington St.,13210
43.0218418024,-76.121533881,2010-05-03T00:00:00Z,1500 East Colvin St.,13210
43.0415161625,-76.1066861618,2010-05-02T00:00:00Z,109 Bradford Pkwy,13224
43.0415161625,-76.1066861618,2010-04-29T00:00:00Z,109 Bradford Pkwy,13224
43.0622428154,-76.0926296575,2010-04-22T00:00:00Z,427 Cloveridge Dr.,13206
43.049485731,-76.1474752547,2010-04-21T00:00:00Z,200 South State St.,13202
43.0470034554,-76.1277181403,2010-04-21T00:00:00Z,South Beech St. & East Genesee St,13210
43.061007053,-76.1609944614,2010-04-21T00:00:00Z,West Kirkpatrick St.,13204
43.0210243004,-76.1497517117,2010-04-20T00:00:00Z,202 Forest Ave,13205
43.0258145446,-76.1390635181,2010-04-19T00:00:00Z,115 Berwyn Ave,13210
43.0520820088,-76.1340565016,2010-04-19T00:00:00Z,660 Burnet Ave,13203
43.061007053,-76.1609944614,2010-04-18T00:00:00Z,West Kirkpatrick St.,13204
43.0404377208,-76.114111832,2010-04-17T00:00:00Z,749 Westmoreland Ave,13210
43.0682411996,-76.1259437177,2010-04-16T00:00:00Z,125-131 Wheaton Rd.,13203
43.0552314819,-76.1521678271,2010-04-14T00:00:00Z,321 North Salina St.,13203
43.0263940795,-76.1707315609,2010-04-13T00:00:00Z,610 Roberts Ave,13207
43.0122008267,-76.1478398717,2010-04-12T00:00:00Z,Midland Ave & Hall Ave,13205
43.0404412264,-76.1321176984,2010-04-10T00:00:00Z,304 Waverly Ave,13210
43.0708664852,-76.1287358856,2010-04-10T00:00:00Z,481 Brattle Rd,13203
43.050770275,-76.093691794,2010-04-09T00:00:00Z,117 Foxboro Rd.,13224
43.0392735322,-76.174789242,2010-04-08T00:00:00Z,215 Grand Ave,13204
43.0391740464,-76.1727181961,2010-04-08T00:00:00Z,600 Delaware St.,13204
43.0391740464,-76.1727181961,2010-04-08T00:00:00Z,600 Delaware St.,13204
43.0190172063,-76.1364698248,2010-04-07T00:00:00Z,102 Stevens Pl.,13210
43.0698460582,-76.0986635185,2010-04-07T00:00:00Z,101 Walters Dr.,13206
43.0190172063,-76.1364698248,2010-04-06T00:00:00Z,102 Stevens Pl.,13210
43.0702062294,-76.1134639653,2010-04-06T00:00:00Z,218 North Ave,13206
43.0477695444,-76.1378291626,2010-04-06T00:00:00Z,312 Irving Ave.,13210
43.0508083898,-76.1397811949,2010-04-05T00:00:00Z,815 East Erie Blvd,13210
43.0233541838,-76.1952657786,2010-04-03T00:00:00Z,208 Alton St.,13215
43.0393131063,-76.1572027549,2010-04-01T00:00:00Z,141 Midland Ave.,13204
43.0119849205,-76.1480592157,2010-03-28T00:00:00Z,120 Rill Ave,13205
43.0239362498,-76.1581423447,2010-03-27T00:00:00Z,255 Rockland Ave,13207
43.0393680338,-76.1573877954,2010-03-25T00:00:00Z,Lincoln Ave. & Midland Ave,13204
43.0613041706,-76.1181450679,2010-03-23T00:00:00Z,Boyden St. (Behind Field),13206
43.0272130944,-76.1600123092,2010-03-22T00:00:00Z,12 Centennial Dr.,13207
43.0036876943,-76.1303741582,2010-03-21T00:00:00Z,914 East Brighton Ave,13205
43.0544189273,-76.1858787857,2010-03-19T00:00:00Z,1937 West Fayette St.,13204
43.0548930509,-76.0907641197,2010-03-18T00:00:00Z,2900 East Erie Blvd,13224
43.002871857,-76.133435534,2010-02-28T00:00:00Z,509 East Seneca Tpk,13205
43.0415810587,-76.1066989509,2010-02-27T00:00:00Z,107 Bradford Pkwy,13224
43.028733177,-76.163348364,2010-02-27T00:00:00Z,Lower Onondaga Park,13207
43.014212913,-76.1243344089,2010-02-26T00:00:00Z,152 Tejah Ave.,13210
43.0759974027,-76.172645864,2010-02-26T00:00:00Z,2250 Park St.,13208
43.0392735322,-76.174789242,2010-02-25T00:00:00Z,215 Grand Ave,13204
43.0392735322,-76.174789242,2010-02-25T00:00:00Z,215 Grand Ave,13204
43.0302373385,-76.1904631744,2010-02-25T00:00:00Z,Archer Rd. & Bellevue Ave.,13207
43.0409754762,-76.1721365875,2010-02-23T00:00:00Z,Grand Ave.,13204
43.0424045683,-76.105404279,2010-02-22T00:00:00Z,100 Brookford Rd.,13224
43.0567516049,-76.1548444619,2010-02-21T00:00:00Z,200 Genant Dr.,13204
43.0567516049,-76.1548444619,2010-02-17T00:00:00Z,200 Genant Dr.,13204
43.0541913609,-76.1155593741,2010-02-16T00:00:00Z,Peat St. & Canal St.,13210
43.0267944735,-76.1944327847,2010-02-14T00:00:00Z,105 Hilltop Rd.,13215
43.0198448943,-76.1509660044,2010-02-13T00:00:00Z,Hope Ave. & Brighton Ave.,13205
43.0557239108,-76.1622279332,2010-02-12T00:00:00Z,Maltbie St. & Evans St.,13204
43.050659002,-76.1320129986,2010-02-11T00:00:00Z,Walnut Ave & East Erie Blvd.,13210
43.0679518595,-76.0908144289,2010-02-10T00:00:00Z,120 Boston St.,13206
43.0520820088,-76.1340565016,2010-02-09T00:00:00Z,660 Burnet Ave,13203
43.073057071,-76.1087940909,2010-02-08T00:00:00Z,285 Ashdale Ave.,13206
43.045459183,-76.147507392,2010-02-04T00:00:00Z,Madison St. & South State St.,13202
43.0320527428,-76.1100580206,2010-02-03T00:00:00Z,Sherbourne Rd. & Crawford Ave.,13224
43.0402186033,-76.085517865,2010-02-03T00:00:00Z,522 Hillsboro Pkwy,13214
43.073057071,-76.1087940909,2010-02-03T00:00:00Z,285 Ashdale Ave.,13206
43.0372030774,-76.1008261109,2010-02-02T00:00:00Z,400-402 Brookford Rd.,13224
43.0509763498,-76.1709488299,2010-02-01T00:00:00Z,515 Wilkinson St.,13204
43.0215770051,-76.1615629468,2010-01-31T00:00:00Z,159 Clyde Ave.,13207
43.0321627476,-76.1937629651,2010-01-28T00:00:00Z,Onondaga Creek Blvd,13219
43.0532686752,-76.1040226155,2010-01-27T00:00:00Z,119 Seeley Rd.,13224
43.0592967625,-76.1521583726,2010-01-26T00:00:00Z,North Salina St. & Ash St.,13208
43.0115710709,-76.1498740318,2010-01-26T00:00:00Z,118 Conan St.,13205
43.0551306703,-76.0894304243,2010-01-22T00:00:00Z,2943 East Erie Blvd.,13224
43.0562583817,-76.1319682847,2010-01-22T00:00:00Z,Delhi St.,13203
43.0940118427,-76.1740652611,2010-01-20T00:00:00Z,611 7th North St.,13088
43.0313380705,-76.1447326258,2010-01-18T00:00:00Z,227-237 East Kennedy St.,13205
43.0452465331,-76.158337617,2010-01-18T00:00:00Z,550 South West St,13204
43.0797140046,-76.1495770604,2010-01-17T00:00:00Z,400 Cadillac St.,13208
43.0459463308,-76.1521843914,2010-01-16T00:00:00Z,441 South Salina St.,13202
43.0525567869,-76.1332203282,2010-01-13T00:00:00Z,308 Lodi St.,13203
43.0541566872,-76.1497853063,2010-01-12T00:00:00Z,Hickory St. & North State St.,13203
43.0430841766,-76.1517884589,2010-01-12T00:00:00Z,580 South Salina St.,13202
43.073286545,-76.1546407439,2010-01-11T00:00:00Z,300 2nd North St.,13208
43.0513788992,-76.179472536,2010-01-11T00:00:00Z,308 Lakeview Ave.,13204
